Category	Country	Customer ID	Order Date	Order ID	Payment Method	Product ID	Return Status	Review Rating	Shipping Method	Discount	Price	Profit	Quantity	Returned Quantity	Shipping Cost	
Clothing	UK	8537	12/3/2023 0:00	ORDER03260	Bank Transfer	749	Yes	3	Standard	10.00%	$469.80 	$164 	2	2	$8.40 	
Clothing	UK	6684	9/2/2023 0:00	ORDER07634	Bank Transfer	792	Yes	4	Standard	36.00%	$36.40 	$18 	6	0	$25.50 	
Clothing	UK	4437	5/1/2023 0:00	ORDER02821	Bank Transfer	493	Yes	5	Standard	11.00%	$333.00 	$384 	5	0	$43.50 	
Clothing	UK	5451	7/23/2023 0:00	ORDER05496	Bank Transfer	35	Yes	5	Standard	5.00%	$782.40 	"$2,002 "	9	1	$43.80 	
Clothing	UK	1999	12/18/2023 0:00	ORDER04956	Bank Transfer	330	Yes	5	Standard	30.00%	$154.40 	$96 	7	3	$43.60 	
Clothing	UK	6117	11/18/2023 0:00	ORDER07214	Bank Transfer	80	Yes	5	Standard	10.00%	$79.20 	$109 	7	4	$20.20 	
Clothing	USA	1585	8/27/2023 0:00	ORDER07189	Bank Transfer	498	Yes	1	Standard	39.00%	$918.70 	$492 	4	1	$7.80 	
Clothing	USA	8680	3/14/2023 0:00	ORDER05583	Bank Transfer	895	Yes	2	Standard	37.00%	$375.20 	$471 	8	1	$24.20 	
Clothing	USA	5687	6/12/2023 0:00	ORDER02742	Bank Transfer	449	Yes	2	Standard	38.00%	$804.40 	"$1,203 "	9	2	$40.70 	
Clothing	USA	6802	3/22/2023 0:00	ORDER08486	Bank Transfer	556	Yes	2	Standard	12.00%	$662.70 	$593 	7	4	$13.40 	
Clothing	USA	1434	7/22/2023 0:00	ORDER05963	Bank Transfer	661	Yes	2	Standard	20.00%	$685.10 	$201 	2	5	$49.10 	
Clothing	USA	3405	6/8/2023 0:00	ORDER06138	Bank Transfer	261	Yes	3	Standard	38.00%	$491.60 	$49 	1	0	$46.50 	
Clothing	USA	5584	1/26/2023 0:00	ORDER07962	Bank Transfer	975	Yes	3	Standard	15.00%	$301.90 	$67 	2	1	$6.00 	
Clothing	USA	9932	11/26/2023 0:00	ORDER07271	Bank Transfer	657	Yes	3	Standard	23.00%	$98.70 	$44 	4	1	$35.20 	
Clothing	USA	3678	3/4/2023 0:00	ORDER06001	Bank Transfer	136	Yes	3	Standard	29.00%	$469.50 	$571 	7	1	$23.10 	
Clothing	USA	6669	8/17/2023 0:00	ORDER07137	Bank Transfer	227	Yes	3	Standard	39.00%	$406.30 	$143 	2	2	$18.30 	
Clothing	USA	5387	10/25/2023 0:00	ORDER07592	Bank Transfer	85	Yes	3	Standard	30.00%	$932.30 	"$1,122 "	9	4	$39.90 	
Clothing	USA	5293	6/12/2023 0:00	ORDER08771	Bank Transfer	974	Yes	4	Standard	36.00%	$163.10 	$142 	6	0	$18.30 	
Clothing	USA	3547	11/17/2023 0:00	ORDER02904	Bank Transfer	576	Yes	4	Standard	13.00%	$128.80 	$144 	6	2	$22.40 	
Clothing	USA	9609	6/20/2023 0:00	ORDER01936	Bank Transfer	251	Yes	5	Standard	19.00%	$495.70 	$208 	3	2	$39.50 	
Clothing	USA	6304	10/20/2023 0:00	ORDER03113	Bank Transfer	237	Yes	5	Standard	7.00%	$677.60 	$126 	1	4	$2.10 	
Clothing	USA	1703	7/5/2023 0:00	ORDER07541	Bank Transfer	887	Yes	5	Standard	10.00%	$63.90 	$120 	7	4	$5.30 	
Clothing	USA	7249	11/9/2023 0:00	ORDER07363	Bank Transfer	296	Yes	5	Standard	12.00%	$551.80 	$339 	3	5	$30.90 	
Electronics	Canada	4158	10/27/2023 0:00	ORDER06263	Bank Transfer	683	Yes	1	Standard	18.00%	$506.70 	$75 	1	3	$5.80 	
Electronics	Canada	7485	5/7/2023 0:00	ORDER07328	Bank Transfer	285	Yes	1	Standard	8.00%	$972.70 	$397 	2	5	$32.90 	
Electronics	Canada	4796	2/5/2023 0:00	ORDER06999	Bank Transfer	289	Yes	2	Standard	6.00%	$992.50 	$835 	4	2	$24.90 	
Electronics	Canada	5657	10/19/2023 0:00	ORDER08106	Bank Transfer	232	Yes	2	Standard	34.00%	$577.90 	"$1,004 "	9	3	$32.40 	
Electronics	Canada	7273	4/3/2023 0:00	ORDER09133	Bank Transfer	766	Yes	2	Standard	18.00%	$930.60 	$659 	7	4	$8.50 	
Electronics	Canada	2213	6/20/2023 0:00	ORDER01539	Bank Transfer	161	Yes	2	Standard	11.00%	$529.90 	$115 	1	5	$28.30 	
Electronics	Canada	4725	2/25/2023 0:00	ORDER05907	Bank Transfer	634	Yes	3	Standard	26.00%	$915.70 	"$1,034 "	9	1	$7.70 	
Electronics	Canada	8492	6/27/2023 0:00	ORDER08659	Bank Transfer	904	Yes	4	Standard	7.00%	$537.20 	$274 	2	0	$13.00 	
Electronics	Canada	7303	6/18/2023 0:00	ORDER03818	Bank Transfer	25	Yes	4	Standard	12.00%	$622.60 	$310 	3	1	$26.50 	
Electronics	Canada	3638	9/6/2023 0:00	ORDER01353	Bank Transfer	360	Yes	4	Standard	10.00%	$458.20 	"$1,002 "	9	2	$7.60 	
Electronics	Canada	4306	12/6/2023 0:00	ORDER04985	Bank Transfer	257	Yes	4	Standard	14.00%	$61.10 	$78 	7	3	$21.40 	
Electronics	Canada	6011	11/27/2023 0:00	ORDER05353	Bank Transfer	736	Yes	4	Standard	33.00%	$624.60 	$278 	3	4	$29.60 	
Electronics	Canada	8440	5/4/2023 0:00	ORDER09466	Bank Transfer	129	Yes	4	Standard	39.00%	$28.10 	$12 	3	5	$18.10 	
Electronics	Canada	9299	4/10/2023 0:00	ORDER08362	Bank Transfer	992	Yes	5	Standard	29.00%	$915.70 	"$1,439 "	10	1	$18.70 	
Electronics	Canada	8861	5/23/2023 0:00	ORDER09983	Bank Transfer	701	Yes	5	Standard	6.00%	$164.20 	$123 	4	4	$28.80 	
Electronics	France	5611	1/10/2023 0:00	ORDER03613	Bank Transfer	402	Yes	1	Standard	13.00%	$637.70 	$442 	5	1	$17.90 	
Electronics	France	1773	12/28/2023 0:00	ORDER05316	Bank Transfer	233	Yes	1	Standard	15.00%	$405.50 	$311 	5	3	$5.50 	
Electronics	France	8914	7/11/2023 0:00	ORDER01745	Bank Transfer	560	Yes	1	Standard	34.00%	$191.30 	$149 	5	5	$33.80 	
Electronics	France	9912	10/14/2023 0:00	ORDER02740	Bank Transfer	923	Yes	2	Standard	10.00%	$947.70 	$715 	6	1	$38.70 	
Electronics	France	6680	3/16/2023 0:00	ORDER09672	Bank Transfer	480	Yes	2	Standard	38.00%	$246.50 	$204 	10	1	$12.90 	
Electronics	France	2906	5/23/2023 0:00	ORDER05512	Bank Transfer	382	Yes	2	Standard	32.00%	$535.70 	$300 	3	2	$11.30 	
Electronics	France	1955	11/8/2023 0:00	ORDER05306	Bank Transfer	684	Yes	2	Standard	8.00%	$486.70 	$509 	6	4	$8.10 	
Electronics	France	3199	8/2/2023 0:00	ORDER05183	Bank Transfer	715	Yes	3	Standard	39.00%	$362.20 	$324 	7	1	$39.90 	
Electronics	France	2660	8/23/2023 0:00	ORDER08175	Bank Transfer	912	Yes	3	Standard	35.00%	$273.70 	$103 	2	5	$27.90 	
Electronics	France	4910	6/6/2023 0:00	ORDER01436	Bank Transfer	529	Yes	3	Standard	16.00%	$415.40 	$272 	6	5	$32.10 	
Electronics	France	8388	1/19/2023 0:00	ORDER09634	Bank Transfer	55	Yes	5	Standard	6.00%	$656.40 	$937 	6	5	$10.70 	
Electronics	Germany	4981	9/22/2023 0:00	ORDER01473	Bank Transfer	819	Yes	1	Standard	32.00%	$364.50 	$270 	4	1	$9.70 	
Electronics	Germany	4196	7/28/2023 0:00	ORDER08285	Bank Transfer	831	Yes	1	Standard	19.00%	$211.20 	$462 	10	3	$23.40 	
Electronics	Germany	4848	4/2/2023 0:00	ORDER02461	Bank Transfer	826	Yes	1	Standard	37.00%	$692.10 	$525 	8	4	$33.40 	
Electronics	Germany	7394	5/21/2023 0:00	ORDER06091	Bank Transfer	823	Yes	2	Standard	38.00%	$244.00 	$251 	6	1	$18.60 	
Electronics	Germany	5466	2/28/2023 0:00	ORDER09545	Bank Transfer	511	Yes	2	Standard	30.00%	$54.60 	$32 	3	2	$39.60 	
Electronics	Germany	6657	1/17/2023 0:00	ORDER02009	Bank Transfer	857	Yes	3	Standard	20.00%	$541.90 	$362 	8	0	$40.70 	
Electronics	Germany	5667	4/21/2023 0:00	ORDER08394	Bank Transfer	920	Yes	3	Standard	10.00%	$466.00 	$237 	3	2	$12.10 	
Electronics	Germany	6017	3/24/2023 0:00	ORDER09839	Bank Transfer	753	Yes	3	Standard	36.00%	$460.00 	$413 	6	2	$39.60 	
Electronics	Germany	4404	5/18/2023 0:00	ORDER07689	Bank Transfer	245	Yes	3	Standard	14.00%	$614.50 	"$1,084 "	7	4	$19.30 	
Electronics	Germany	3364	5/21/2023 0:00	ORDER05124	Bank Transfer	664	Yes	3	Standard	15.00%	$622.70 	"$1,230 "	10	4	$43.50 	
Electronics	Germany	4109	5/3/2023 0:00	ORDER05927	Bank Transfer	33	Yes	3	Standard	14.00%	$88.50 	$149 	9	5	$10.60 	
Electronics	Germany	1147	3/15/2023 0:00	ORDER02998	Bank Transfer	108	Yes	3	Standard	11.00%	$155.30 	$387 	10	5	$12.50 	
Electronics	Germany	4944	4/15/2023 0:00	ORDER07247	Bank Transfer	111	Yes	4	Standard	12.00%	$317.40 	$459 	8	2	$35.30 	
Electronics	Germany	2646	4/25/2023 0:00	ORDER05286	Bank Transfer	343	Yes	4	Standard	9.00%	$862.50 	$148 	1	3	$9.10 	
Electronics	Germany	8837	2/15/2023 0:00	ORDER04038	Bank Transfer	117	Yes	5	Standard	24.00%	$501.50 	$363 	6	1	$31.10 	
Electronics	Germany	5702	7/12/2023 0:00	ORDER08984	Bank Transfer	717	Yes	5	Standard	22.00%	$406.40 	$514 	9	4	$3.20 	
Electronics	Germany	2016	6/3/2023 0:00	ORDER05864	Bank Transfer	577	Yes	5	Standard	12.00%	$547.80 	$901 	10	4	$42.20 	
Electronics	Germany	9358	7/21/2023 0:00	ORDER05545	Bank Transfer	793	Yes	5	Standard	36.00%	$94.90 	$26 	3	5	$19.00 	
Electronics	UK	2215	5/4/2023 0:00	ORDER05916	Bank Transfer	631	Yes	1	Standard	19.00%	$953.00 	$292 	3	0	$43.60 	
Electronics	UK	9777	9/19/2023 0:00	ORDER09267	Bank Transfer	308	Yes	1	Standard	30.00%	$624.00 	$534 	9	0	$38.20 	
Electronics	UK	2937	10/26/2023 0:00	ORDER08886	Bank Transfer	922	Yes	1	Standard	30.00%	$948.00 	"$1,776 "	9	1	$8.30 	
Electronics	UK	4732	3/19/2023 0:00	ORDER08365	Bank Transfer	328	Yes	1	Standard	27.00%	$640.20 	$129 	1	5	$28.50 	
Electronics	UK	4088	4/12/2023 0:00	ORDER08758	Bank Transfer	842	Yes	2	Standard	13.00%	$944.70 	$96 	1	1	$18.20 	
Electronics	UK	4456	3/24/2023 0:00	ORDER04637	Bank Transfer	313	Yes	2	Standard	29.00%	$960.10 	$825 	6	2	$49.00 	
Electronics	UK	7342	11/5/2023 0:00	ORDER07473	Bank Transfer	4	Yes	2	Standard	36.00%	$578.30 	$400 	4	4	$49.20 	
Electronics	UK	2233	12/20/2023 0:00	ORDER04822	Bank Transfer	951	Yes	2	Standard	27.00%	$931.80 	"$1,110 "	6	5	$11.20 	
Electronics	UK	3929	8/17/2023 0:00	ORDER03375	Bank Transfer	364	Yes	3	Standard	36.00%	$627.50 	$165 	2	0	$29.40 	
Electronics	UK	5841	3/3/2023 0:00	ORDER02573	Bank Transfer	203	Yes	3	Standard	28.00%	$215.20 	$252 	9	1	$26.20 	
Electronics	UK	6706	8/20/2023 0:00	ORDER09534	Bank Transfer	337	Yes	3	Standard	35.00%	$934.20 	$659 	6	2	$35.60 	
Electronics	UK	3467	1/1/2023 0:00	ORDER08190	Bank Transfer	965	Yes	3	Standard	13.00%	$437.40 	$332 	5	3	$17.90 	
Electronics	UK	7657	11/21/2023 0:00	ORDER05460	Bank Transfer	554	Yes	4	Standard	27.00%	$716.40 	$357 	4	5	$48.50 	
Electronics	UK	2403	12/18/2023 0:00	ORDER05068	Bank Transfer	473	Yes	4	Standard	21.00%	$350.80 	$326 	5	5	$27.80 	
Electronics	UK	2265	3/1/2023 0:00	ORDER03695	Bank Transfer	628	Yes	4	Standard	31.00%	$376.00 	$158 	5	5	$28.50 	
Electronics	UK	6647	8/6/2023 0:00	ORDER09992	Bank Transfer	703	Yes	5	Standard	20.00%	$676.30 	$827 	8	2	$5.40 	
Electronics	USA	4794	6/19/2023 0:00	ORDER05619	Bank Transfer	34	Yes	1	Standard	34.00%	$58.90 	$28 	5	1	$31.80 	
Electronics	USA	3996	4/9/2023 0:00	ORDER09424	Bank Transfer	815	Yes	1	Standard	11.00%	$88.20 	$77 	9	1	$22.20 	
Electronics	USA	8022	1/22/2023 0:00	ORDER09829	Bank Transfer	881	Yes	1	Standard	38.00%	$712.40 	$108 	1	4	$46.30 	
Electronics	USA	3768	7/25/2023 0:00	ORDER08722	Bank Transfer	869	Yes	1	Standard	24.00%	$291.20 	$79 	2	4	$28.30 	
Electronics	USA	7945	6/3/2023 0:00	ORDER01154	Bank Transfer	847	Yes	1	Standard	23.00%	$811.60 	"$1,081 "	6	5	$32.20 	
Electronics	USA	1942	4/15/2023 0:00	ORDER05069	Bank Transfer	799	Yes	2	Standard	22.00%	$184.00 	$384 	10	0	$48.60 	
Electronics	USA	9976	8/13/2023 0:00	ORDER05585	Bank Transfer	634	Yes	2	Standard	11.00%	$109.20 	$37 	2	2	$34.30 	
Electronics	USA	5809	7/20/2023 0:00	ORDER04299	Bank Transfer	470	Yes	2	Standard	24.00%	$319.50 	$269 	10	2	$40.40 	
Electronics	USA	3735	7/28/2023 0:00	ORDER03821	Bank Transfer	891	Yes	3	Standard	28.00%	$159.40 	$286 	10	1	$43.20 	
Electronics	USA	6409	9/18/2023 0:00	ORDER04341	Bank Transfer	369	Yes	4	Standard	21.00%	$844.20 	"$1,334 "	7	0	$24.20 	
Electronics	USA	3119	5/13/2023 0:00	ORDER05696	Bank Transfer	985	Yes	4	Standard	20.00%	$959.90 	"$1,024 "	8	0	$9.90 	
Electronics	USA	8428	12/15/2023 0:00	ORDER03414	Bank Transfer	753	Yes	4	Standard	40.00%	$494.40 	$251 	3	2	$38.40 	
Electronics	USA	8822	9/23/2023 0:00	ORDER01277	Bank Transfer	677	Yes	4	Standard	37.00%	$349.80 	$210 	5	2	$6.10 	
Electronics	USA	4572	12/5/2023 0:00	ORDER06580	Bank Transfer	415	Yes	4	Standard	33.00%	$935.20 	"$1,399 "	9	4	$38.50 	
Electronics	USA	8284	10/9/2023 0:00	ORDER01437	Bank Transfer	546	Yes	4	Standard	34.00%	$952.50 	$934 	9	5	$5.70 	
Electronics	USA	4617	4/21/2023 0:00	ORDER06681	Bank Transfer	395	Yes	5	Standard	12.00%	$255.30 	$143 	5	1	$39.00 	
Electronics	USA	6561	6/13/2023 0:00	ORDER03301	Bank Transfer	269	Yes	5	Standard	11.00%	$136.50 	$133 	5	4	$38.00 	
Home	Canada	5155	12/7/2023 0:00	ORDER05042	Bank Transfer	265	Yes	1	Standard	15.00%	$420.70 	$656 	8	2	$48.00 	
Home	Canada	2762	5/2/2023 0:00	ORDER03231	Bank Transfer	518	Yes	1	Standard	22.00%	$942.00 	"$1,766 "	10	2	$43.50 	
Home	Canada	3853	11/19/2023 0:00	ORDER01252	Bank Transfer	524	Yes	1	Standard	14.00%	$897.80 	$278 	3	3	$25.70 	
Home	Canada	5020	12/28/2023 0:00	ORDER03398	Bank Transfer	792	Yes	2	Standard	31.00%	$440.40 	$108 	2	2	$44.90 	
Home	Canada	3723	2/28/2023 0:00	ORDER02511	Bank Transfer	995	Yes	3	Standard	15.00%	$411.00 	$726 	8	2	$21.20 	
Home	Canada	5371	12/16/2023 0:00	ORDER03898	Bank Transfer	876	Yes	3	Standard	37.00%	$782.50 	$257 	3	5	$24.50 	
Home	Canada	8162	5/21/2023 0:00	ORDER02094	Bank Transfer	273	Yes	4	Standard	26.00%	$361.50 	$441 	6	3	$3.70 	
Home	Canada	4517	11/9/2023 0:00	ORDER09919	Bank Transfer	864	Yes	5	Standard	24.00%	$333.70 	$317 	10	0	$29.40 	
Home	Canada	4188	4/23/2023 0:00	ORDER06882	Bank Transfer	78	Yes	5	Standard	13.00%	$848.10 	$396 	3	2	$23.30 	
Home	Canada	6006	6/18/2023 0:00	ORDER06140	Bank Transfer	975	Yes	5	Standard	5.00%	$845.70 	"$1,211 "	10	3	$15.70 	
Home	Canada	4922	2/17/2023 0:00	ORDER02310	Bank Transfer	953	Yes	5	Standard	28.00%	$491.00 	$134 	3	4	$12.90 	
Home	Canada	6201	1/8/2023 0:00	ORDER04037	Bank Transfer	355	Yes	5	Standard	25.00%	$499.30 	$266 	4	4	$28.20 	
Home	France	5699	8/6/2023 0:00	ORDER03292	Bank Transfer	58	Yes	1	Standard	15.00%	$732.80 	$114 	1	0	$5.30 	
Home	France	9458	5/23/2023 0:00	ORDER06225	Bank Transfer	356	Yes	1	Standard	23.00%	$308.40 	$210 	3	0	$5.70 	
Home	France	5702	4/28/2023 0:00	ORDER08419	Bank Transfer	765	Yes	1	Standard	5.00%	$37.00 	$32 	8	1	$2.50 	
Home	France	5627	11/9/2023 0:00	ORDER04750	Bank Transfer	230	Yes	1	Standard	7.00%	$972.00 	$908 	7	4	$47.20 	
Home	France	4276	8/7/2023 0:00	ORDER06034	Bank Transfer	195	Yes	1	Standard	19.00%	$582.50 	$563 	5	5	$33.30 	
Home	France	2599	8/26/2023 0:00	ORDER07669	Bank Transfer	746	Yes	2	Standard	24.00%	$822.10 	$578 	4	1	$22.50 	
Home	France	1234	1/13/2023 0:00	ORDER01878	Bank Transfer	101	Yes	2	Standard	37.00%	$376.10 	$277 	6	1	$8.70 	
Home	France	2036	4/26/2023 0:00	ORDER09299	Bank Transfer	291	Yes	2	Standard	9.00%	$187.90 	$148 	7	2	$18.80 	
Home	France	8378	5/13/2023 0:00	ORDER08221	Bank Transfer	658	Yes	3	Standard	38.00%	$212.60 	$172 	5	2	$4.70 	
Home	France	7535	6/25/2023 0:00	ORDER01490	Bank Transfer	270	Yes	4	Standard	33.00%	$238.20 	$41 	1	0	$24.80 	
Home	France	5356	7/8/2023 0:00	ORDER09547	Bank Transfer	237	Yes	4	Standard	10.00%	$356.20 	$134 	2	1	$37.80 	
Home	France	7328	6/4/2023 0:00	ORDER01537	Bank Transfer	803	Yes	4	Standard	18.00%	$928.20 	$921 	6	3	$8.40 	
Home	France	9584	3/11/2023 0:00	ORDER04522	Bank Transfer	291	Yes	4	Standard	6.00%	$532.00 	$769 	7	3	$26.00 	
Home	France	4470	11/9/2023 0:00	ORDER01554	Bank Transfer	772	Yes	4	Standard	25.00%	$749.40 	"$1,126 "	9	4	$36.60 	
Home	France	9958	8/21/2023 0:00	ORDER09091	Bank Transfer	977	Yes	4	Standard	23.00%	$415.30 	$436 	7	5	$29.70 	
Home	France	1573	8/4/2023 0:00	ORDER02536	Bank Transfer	501	Yes	5	Standard	22.00%	$893.30 	"$1,729 "	9	0	$44.20 	
Home	France	8110	6/8/2023 0:00	ORDER06103	Bank Transfer	551	Yes	5	Standard	40.00%	$239.00 	$124 	4	2	$3.10 	
Home	France	1669	7/19/2023 0:00	ORDER01279	Bank Transfer	262	Yes	5	Standard	20.00%	$903.00 	"$1,231 "	9	5	$49.70 	
Home	Germany	1291	1/24/2023 0:00	ORDER09048	Bank Transfer	872	Yes	1	Standard	38.00%	$287.20 	$208 	5	0	$23.40 	
Home	Germany	4313	3/15/2023 0:00	ORDER08459	Bank Transfer	491	Yes	1	Standard	19.00%	$509.90 	"$1,013 "	10	0	$41.00 	
Home	Germany	1229	11/11/2023 0:00	ORDER02482	Bank Transfer	503	Yes	1	Standard	30.00%	$388.00 	$573 	10	0	$22.40 	
Home	Germany	7511	10/26/2023 0:00	ORDER08313	Bank Transfer	984	Yes	1	Standard	37.00%	$202.30 	$27 	1	2	$48.80 	
Home	Germany	8110	12/14/2023 0:00	ORDER09367	Bank Transfer	391	Yes	1	Standard	29.00%	$568.40 	$680 	8	2	$6.20 	
Home	Germany	9917	8/21/2023 0:00	ORDER05799	Bank Transfer	121	Yes	1	Standard	30.00%	$151.60 	$255 	9	3	$39.70 	
Home	Germany	9791	4/3/2023 0:00	ORDER04441	Bank Transfer	589	Yes	1	Standard	19.00%	$905.90 	$212 	1	4	$23.90 	
Home	Germany	8650	10/24/2023 0:00	ORDER07362	Bank Transfer	957	Yes	1	Standard	14.00%	$502.30 	$167 	2	4	$2.40 	
Home	Germany	4715	9/3/2023 0:00	ORDER05772	Bank Transfer	277	Yes	2	Standard	36.00%	$911.70 	$697 	6	3	$25.20 	
Home	Germany	9247	1/4/2023 0:00	ORDER01858	Bank Transfer	100	Yes	2	Standard	7.00%	$352.50 	$325 	7	3	$22.40 	
Home	Germany	8384	4/12/2023 0:00	ORDER02898	Bank Transfer	663	Yes	2	Standard	25.00%	$281.10 	$378 	9	4	$14.00 	
Home	Germany	2506	1/2/2023 0:00	ORDER01846	Bank Transfer	797	Yes	3	Standard	8.00%	$577.80 	$227 	4	3	$36.90 	
Home	Germany	9355	11/5/2023 0:00	ORDER01161	Bank Transfer	676	Yes	3	Standard	23.00%	$757.30 	$372 	5	5	$26.90 	
Home	Germany	5850	10/13/2023 0:00	ORDER06908	Bank Transfer	710	Yes	4	Standard	31.00%	$649.30 	$631 	10	2	$13.50 	
Home	Germany	7792	4/22/2023 0:00	ORDER05648	Bank Transfer	613	Yes	4	Standard	20.00%	$815.60 	$534 	6	3	$8.60 	
Home	Germany	8197	8/23/2023 0:00	ORDER02787	Bank Transfer	505	Yes	4	Standard	22.00%	$15.10 	$7 	2	4	$34.90 	
Home	Germany	1301	11/17/2023 0:00	ORDER06660	Bank Transfer	436	Yes	5	Standard	22.00%	$577.80 	"$1,203 "	9	0	$27.30 	
Home	Germany	9063	7/25/2023 0:00	ORDER01312	Bank Transfer	245	Yes	5	Standard	38.00%	$594.40 	$637 	6	2	$22.40 	
Home	Germany	3024	4/24/2023 0:00	ORDER04444	Bank Transfer	949	Yes	5	Standard	28.00%	$89.70 	$9 	1	4	$3.30 	
Home	Germany	2969	7/1/2023 0:00	ORDER05462	Bank Transfer	121	Yes	5	Standard	29.00%	$836.90 	"$1,120 "	7	4	$19.50 	
Home	UK	3896	1/15/2023 0:00	ORDER02080	Bank Transfer	544	Yes	1	Standard	31.00%	$845.40 	$118 	1	1	$17.50 	
Home	UK	8572	5/28/2023 0:00	ORDER08057	Bank Transfer	965	Yes	1	Standard	15.00%	$408.70 	$521 	10	2	$38.40 	
Home	UK	8080	5/9/2023 0:00	ORDER03678	Bank Transfer	185	Yes	1	Standard	28.00%	$76.50 	$59 	6	3	$38.00 	
Home	UK	6970	9/21/2023 0:00	ORDER01963	Bank Transfer	82	Yes	2	Standard	30.00%	$831.50 	$115 	1	0	$10.30 	
Home	UK	3401	9/1/2023 0:00	ORDER04264	Bank Transfer	404	Yes	3	Standard	14.00%	$398.90 	$204 	3	3	$29.60 	
Home	UK	9605	1/8/2023 0:00	ORDER03178	Bank Transfer	933	Yes	3	Standard	20.00%	$754.60 	$140 	1	4	$8.80 	
Home	UK	4247	10/18/2023 0:00	ORDER08917	Bank Transfer	521	Yes	3	Standard	7.00%	$809.40 	$649 	4	4	$40.70 	
Home	UK	1338	5/24/2023 0:00	ORDER09670	Bank Transfer	220	Yes	4	Standard	24.00%	$442.60 	$663 	8	0	$3.70 	
Home	UK	8287	3/19/2023 0:00	ORDER03480	Bank Transfer	989	Yes	4	Standard	7.00%	$242.20 	$106 	3	1	$34.60 	
Home	UK	9224	5/25/2023 0:00	ORDER04657	Bank Transfer	973	Yes	4	Standard	10.00%	$243.30 	$130 	5	3	$18.80 	
Home	USA	4737	10/15/2023 0:00	ORDER05788	Bank Transfer	749	Yes	1	Standard	9.00%	$513.60 	$994 	10	1	$4.50 	
Home	USA	9515	2/28/2023 0:00	ORDER01417	Bank Transfer	473	Yes	2	Standard	32.00%	$652.90 	$53 	1	0	$10.30 	
Home	USA	3551	6/11/2023 0:00	ORDER05629	Bank Transfer	284	Yes	2	Standard	39.00%	$442.40 	$250 	6	0	$18.30 	
Home	USA	7121	2/4/2023 0:00	ORDER05944	Bank Transfer	295	Yes	2	Standard	28.00%	$212.30 	$138 	9	0	$42.40 	
Home	USA	9721	10/2/2023 0:00	ORDER01091	Bank Transfer	485	Yes	2	Standard	12.00%	$612.50 	$788 	5	1	$39.20 	
Home	USA	8612	8/23/2023 0:00	ORDER01565	Bank Transfer	317	Yes	2	Standard	38.00%	$567.30 	$547 	8	3	$30.90 	
Home	USA	4938	12/4/2023 0:00	ORDER09059	Bank Transfer	206	Yes	2	Standard	28.00%	$172.90 	$242 	9	3	$44.70 	
Home	USA	6483	3/23/2023 0:00	ORDER06614	Bank Transfer	426	Yes	3	Standard	17.00%	$265.20 	$297 	6	0	$18.40 	
Home	USA	9091	7/9/2023 0:00	ORDER06639	Bank Transfer	797	Yes	3	Standard	10.00%	$532.40 	$776 	8	2	$26.20 	
Home	USA	5078	1/3/2023 0:00	ORDER08831	Bank Transfer	922	Yes	3	Standard	33.00%	$414.00 	$385 	6	3	$46.90 	
Home	USA	3860	12/7/2023 0:00	ORDER03978	Bank Transfer	180	Yes	3	Standard	11.00%	$689.60 	$637 	8	3	$20.20 	
Home	USA	9818	1/10/2023 0:00	ORDER09280	Bank Transfer	414	Yes	3	Standard	9.00%	$935.70 	"$1,300 "	6	4	$33.90 	
Home	USA	6156	6/26/2023 0:00	ORDER05995	Bank Transfer	565	Yes	4	Standard	32.00%	$948.90 	$200 	2	0	$20.80 	
Home	USA	6214	8/9/2023 0:00	ORDER05452	Bank Transfer	977	Yes	4	Standard	34.00%	$713.80 	$98 	1	1	$11.70 	
Home	USA	3760	6/13/2023 0:00	ORDER06366	Bank Transfer	664	Yes	4	Standard	11.00%	$877.80 	$413 	2	1	$10.20 	
Home	USA	7891	4/6/2023 0:00	ORDER07853	Bank Transfer	193	Yes	4	Standard	31.00%	$57.30 	$58 	7	1	$48.80 	
Home	USA	5459	7/26/2023 0:00	ORDER02700	Bank Transfer	730	Yes	4	Standard	35.00%	$617.70 	$552 	5	2	$43.50 	
Home	USA	2692	9/11/2023 0:00	ORDER07261	Bank Transfer	908	Yes	4	Standard	8.00%	$816.10 	$476 	6	4	$25.90 	
Home	USA	8266	4/23/2023 0:00	ORDER04653	Bank Transfer	906	Yes	4	Standard	12.00%	$518.50 	$802 	7	4	$24.40 	
Home	USA	7265	11/21/2023 0:00	ORDER04361	Bank Transfer	391	Yes	5	Standard	19.00%	$884.50 	$478 	5	1	$28.40 	
Home	USA	5993	5/14/2023 0:00	ORDER05100	Bank Transfer	516	Yes	5	Standard	28.00%	$630.10 	$780 	10	5	$6.10 	
Sports	Canada	9005	7/28/2023 0:00	ORDER09382	Bank Transfer	420	Yes	1	Standard	7.00%	$671.90 	"$1,470 "	10	4	$43.20 	
Sports	Canada	6359	2/16/2023 0:00	ORDER02603	Bank Transfer	554	Yes	1	Standard	22.00%	$511.60 	$220 	3	5	$17.70 	
Sports	Canada	9104	1/23/2023 0:00	ORDER02793	Bank Transfer	144	Yes	1	Standard	28.00%	$635.50 	$145 	3	5	$45.90 	
Sports	Canada	2589	3/1/2023 0:00	ORDER05037	Bank Transfer	426	Yes	2	Standard	15.00%	$27.00 	$32 	10	1	$7.70 	
